first,second
26.4526,762.00
26.4670,680.00
26.4814,696.00
26.4958,736.00
26.5102,692.00
26.5246,712.00
26.5390,705.00
26.5534,712.19
26.5678,679.44
26.5822,661.02
26.5966,677.91
26.6110,732.65
26.6254,712.19
26.6399,661.02
26.6543,664.00
26.6687,651.00
26.6831,628.00
26.6975,682.00
26.7119,696.00
26.7263,641.50
26.7407,640.50
26.7551,677.40
26.7695,724.47
26.7839,665.12
26.7983,679.44
26.8127,630.84
26.8272,625.21
26.8416,631.35
26.8560,656.00
26.8704,677.00
26.8848,607.00
26.8992,683.00
26.9136,670.00
26.9280,692.00
26.9424,685.00
26.9568,647.72
26.9712,658.98
26.9856,640.56
27.0000,628.28
27.0144,606.79
27.0289,667.16
27.0433,664.09
27.0577,642.00
27.0721,648.00
27.0865,638.00
27.1009,653.00
27.1153,663.00
27.1297,610.00
27.1441,659.00
27.1585,621.63
27.1729,633.40
27.1873,635.95
27.2017,664.09
27.2162,658.98
27.2306,605.77
27.2450,643.63
27.2594,684.00
27.2738,667.00
27.2882,716.50
27.3026,707.00
27.3170,707.00
27.3314,783.00
27.3458,765.50
27.3602,777.67
27.3746,810.42
27.3890,867.72
27.4034,829.86
27.4179,889.21
27.4323,849.30
27.4467,867.72
27.4611,830.00
27.4755,771.00
27.4899,804.00
27.5043,775.00
27.5187,706.00
27.5331,704.00
27.5475,665.00
27.5619,685.58
27.5763,661.02
27.5907,638.51
27.6052,607.81
27.6196,651.30
27.6340,612.93
27.6484,662.05
27.6628,635.50
27.6772,608.00
27.6916,654.00
27.7060,661.00
27.7204,654.00
27.7348,598.00
27.7492,617.00
27.7636,626.23
27.7780,641.58
27.7924,617.02
27.8069,626.74
27.8213,621.63
27.8357,647.72
27.8501,630.33
27.8645,627.00
27.8789,609.00
27.8933,608.00
27.9077,640.00
27.9221,624.00
27.9365,639.00
27.9509,648.74
27.9653,630.33
27.9797,604.74
27.9941,639.53
28.0086,632.37
28.0230,651.81
28.0374,655.91
28.0518,680.00
28.0662,632.00
28.0806,671.00
28.0950,710.00
28.1094,757.50
28.1238,744.00
28.1382,802.00
28.1526,880.00
28.1670,954.70
28.1814,1058.05
28.1959,1278.05
28.2103,1525.16
28.2247,1743.63
28.2391,1953.40
28.2535,1970.00
28.2679,2097.00
28.2823,2151.00
28.2967,2288.00
28.3111,2212.00
28.3255,2068.50
28.3399,2016.00
28.3543,2113.02
28.3687,2219.44
28.3831,2201.02
28.3976,2229.67
28.4120,2261.40
28.4264,2225.58
28.4408,2132.47
28.4552,1947.00
28.4696,1729.00
28.4840,1508.00
28.4984,1390.00
28.5128,1240.00
28.5272,1048.00
28.5416,942.00
28.5560,774.60
28.5704,705.02
28.5849,717.30
28.5993,672.28
28.6137,635.44
28.6281,683.53
28.6425,698.88
28.6569,699.00
28.6713,651.50
28.6857,656.00
28.7001,608.00
28.7145,605.00
28.7289,664.00
28.7433,627.50
28.7577,617.02
28.7721,662.05
28.7866,587.35
28.8010,662.05
28.8154,639.53
28.8298,603.72
28.8442,638.51
28.8586,670.00
28.8730,686.00
28.8874,617.00
28.9018,621.00
28.9162,593.00
28.9306,618.00
28.9450,654.00
28.9594,675.35
28.9738,669.21
28.9883,605.77
29.0027,671.26
29.0171,619.07
29.0315,638.51
29.0459,682.51
29.0603,629.00
29.0747,637.00
29.0891,646.00
29.1035,661.00
29.1179,724.50
29.1323,718.50
29.1467,750.00
29.1611,823.72
29.1756,912.74
29.1900,1013.02
29.2044,1207.44
29.2188,1376.79
29.2332,1464.28
29.2476,1675.07
29.2620,1689.00
29.2764,1758.00
29.2908,1710.50
29.3052,1794.00
29.3196,1854.00
29.3340,1875.00
29.3484,1863.50
29.3628,1907.35
29.3773,1621.86
29.3917,1649.49
29.4061,1385.49
29.4205,1397.77
29.4349,1261.67
29.4493,1188.00
29.4637,1079.00
29.4781,897.00
29.4925,844.00
29.5069,723.50
29.5213,688.00
29.5357,704.00
29.5501,648.74
29.5646,596.56
29.5790,643.63
29.5934,618.05
29.6078,559.21
29.6222,603.72
29.6366,609.35
29.6510,623.00
29.6654,628.00
29.6798,594.00
29.6942,600.00
29.7086,572.00
29.7230,605.00
29.7374,603.00
29.7518,563.81
29.7663,629.81
29.7807,640.05
29.7951,651.81
29.8095,669.21
29.8239,649.77
29.8383,628.28
29.8527,711.00
29.8671,727.00
29.8815,750.00
29.8959,827.00
29.9103,907.00
29.9247,896.00
29.9391,908.00
29.9536,871.30
29.9680,852.37
29.9824,894.33
29.9968,808.37
30.0112,788.93
30.0256,804.28
30.0400,704.51
30.0544,662.00
30.0688,644.00
30.0832,593.00
30.0976,544.00
30.1120,598.00
30.1264,614.00
30.1408,583.00
30.1553,567.91
30.1697,592.47
30.1841,576.09
30.1985,561.77
30.2129,573.02
30.2273,598.60
30.2417,594.00
30.2561,552.00
30.2705,586.00
30.2849,572.50
30.2993,592.00
30.3137,593.00
30.3281,568.00
30.3425,597.00
30.3570,557.67
30.3714,518.79
30.3858,588.37
30.4002,595.53
30.4146,581.21
30.4290,543.35
30.4434,595.53
30.4578,588.00
30.4722,552.00
30.4866,578.00
30.5010,601.00
30.5154,537.00
30.5298,571.00
30.5443,541.00
30.5587,545.40
30.5731,629.81
30.5875,567.91
30.6019,604.74
30.6163,582.23
30.6307,568.93
30.6451,566.88
30.6595,524.00
30.6739,555.00
30.6883,627.00
30.7027,652.00
30.7171,681.00
30.7315,687.00
30.7460,727.00
30.7604,833.95
30.7748,925.53
30.7892,986.42
30.8036,1013.02
30.8180,1033.49
30.8324,1082.60
30.8468,1093.86
30.8612,1055.00
30.8756,972.50
30.8900,983.00
30.9044,1005.00
30.9188,947.00
30.9333,1057.00
30.9477,1057.00
30.9621,1161.40
30.9765,1200.28
30.9909,1128.65
31.0053,1103.07
31.0197,1040.65
31.0341,969.02
31.0485,973.12
31.0629,887.00
31.0773,777.00
31.0917,766.50
31.1061,694.00
31.1205,670.00
31.1350,660.00
31.1494,585.30
31.1638,641.07
31.1782,550.51
31.1926,531.07
31.2070,562.79
31.2214,569.95
31.2358,538.74
31.2502,557.16
31.2646,545.00
31.2790,597.00
31.2934,543.00
31.3078,586.00
31.3222,528.00
31.3367,572.00
31.3511,541.30
31.3655,506.51
31.3799,553.58
31.3943,523.40
31.4087,493.21
31.4231,562.79
31.4375,560.74
31.4519,538.00
31.4663,551.00
31.4807,567.00
31.4951,543.00
31.5095,577.00
31.5240,525.00
31.5384,549.00
31.5528,550.00
31.5672,541.81
31.5816,506.51
31.5960,577.12
31.6104,540.79
31.6248,555.63
31.6392,497.30
31.6536,564.00
31.6680,499.00
31.6824,573.00
31.6968,517.00
31.7112,560.50
31.7257,516.00
31.7401,574.50
31.7545,541.30
31.7689,497.30
31.7833,517.77
31.7977,520.84
31.8121,528.00
31.8265,562.79
31.8409,516.74
31.8553,556.00
31.8697,493.00
31.8841,501.00
31.8985,554.00
31.9130,540.00
31.9274,515.00
31.9418,534.00
31.9562,559.72
31.9706,510.60
31.9850,616.00
31.9994,585.30
32.0138,543.35
32.0282,640.56
32.0426,542.84
32.0570,676.00
32.0714,712.00
32.0858,726.00
32.1002,852.00
32.1147,928.00
32.1291,1053.00
32.1435,1222.50
32.1579,1333.30
32.1723,1457.63
32.1867,1578.37
32.2011,1643.86
32.2155,1625.44
32.2299,1745.67
32.2443,1534.88
32.2587,1523.00
32.2731,1418.00
32.2875,1319.00
32.3020,1219.00
32.3164,1019.00
32.3308,941.00
32.3452,834.00
32.3596,760.28
32.3740,681.49
32.3884,635.44
32.4028,578.14
32.4172,579.16
32.4316,540.28
32.4460,579.16
32.4604,534.00
32.4748,489.00
32.4892,542.00
32.5037,552.00
32.5181,517.00
32.5325,478.00
32.5469,595.00
32.5613,541.30
32.5757,535.16
32.5901,554.60
32.6045,505.49
32.6189,488.09
32.6333,541.30
32.6477,516.23
32.6621,535.00
32.6765,555.00
32.6909,517.50
32.7054,499.00
32.7198,552.00
32.7342,578.00
32.7486,540.00
32.7630,606.79
32.7774,644.65
32.7918,691.72
32.8062,668.19
32.8206,664.09
32.8350,761.30
32.8494,759.26
32.8638,784.00
32.8782,726.00
32.8927,774.00
32.9071,811.00
32.9215,871.00
32.9359,809.00
32.9503,823.72
32.9647,863.63
32.9791,869.77
32.9935,811.44
33.0079,885.12
33.0223,847.26
33.0367,822.19
33.0511,855.50
33.0655,786.00
33.0799,788.00
33.0944,708.00
33.1088,743.00
33.1232,659.00
33.1376,679.00
33.1520,722.42
33.1664,709.12
33.1808,708.09
33.1952,775.12
33.2096,821.67
33.2240,986.42
33.2384,1124.56
33.2528,1326.00
33.2672,1617.00
33.2817,1956.00
33.2961,2266.00
33.3105,2591.00
33.3249,2904.00
33.3393,2947.00
33.3537,3325.58
33.3681,3443.26
33.3825,3659.16
33.3969,3853.58
33.4113,4126.79
33.4257,4212.74
33.4401,4296.14
33.4545,4482.00
33.4689,4720.00
33.4834,4778.00
33.4978,5089.50
33.5122,5309.00
33.5266,5625.00
33.5410,5655.00
33.5554,5422.23
33.5698,5022.14
33.5842,4566.79
33.5986,3914.47
33.6130,3525.12
33.6274,3266.23
33.6418,2809.86
33.6562,2445.00
33.6706,2052.00
33.6851,1812.00
33.6995,1611.50
33.7139,1592.00
33.7283,1580.00
33.7427,1596.00
33.7571,1720.09
33.7715,1744.65
33.7859,1736.47
33.8003,1665.86
33.8147,1548.19
33.8291,1514.42
33.8435,1331.26
33.8579,1263.00
33.8724,1096.00
33.8868,1084.00
33.9012,919.00
33.9156,825.00
33.9300,706.00
33.9444,676.00
33.9588,633.40
33.9732,573.02
33.9876,534.14
34.0020,533.63
34.0164,525.95
34.0308,559.21
34.0452,552.56
34.0596,603.00
34.0741,555.00
34.0885,537.00
34.1029,535.00
34.1173,622.00
34.1317,549.00
34.1461,552.00
34.1605,594.51
34.1749,550.51
34.1893,623.67
34.2037,655.91
34.2181,699.91
34.2325,723.44
34.2469,823.72
34.2614,987.00
34.2758,1152.00
34.2902,1357.00
34.3046,1781.00
34.3190,2265.50
34.3334,2957.00
34.3478,4018.00
34.3622,5037.49
34.3766,6000.37
34.3910,6464.93
34.4054,6462.88
34.4198,6473.12
34.4342,6187.63
34.4486,5619.72
34.4631,5152.00
34.4775,4544.00
34.4919,4061.00
34.5063,3489.00
34.5207,3061.00
34.5351,2438.00
34.5495,1740.56
34.5639,1322.05
34.5783,1070.33
34.5927,854.42
34.6071,759.26
34.6215,702.98
34.6359,617.02
34.6503,625.21
34.6648,603.00
34.6792,622.00
34.6936,578.00
34.7080,560.00
34.7224,503.00
34.7368,585.00
34.7512,534.14
34.7656,521.86
34.7800,548.47
34.7944,510.60
34.8088,538.23
34.8232,506.51
34.8376,510.60
34.8521,501.00
34.8665,546.00
34.8809,470.00
34.8953,488.00
34.9097,518.00
34.9241,527.00
34.9385,475.00
34.9529,576.09
34.9673,515.72
34.9817,544.37
34.9961,595.53
35.0105,627.26
35.0249,593.49
35.0393,588.88
35.0538,622.00
35.0682,692.00
35.0826,700.00
35.0970,720.00
35.1114,723.00
35.1258,807.00
35.1402,944.00
35.1546,1013.02
35.1690,1057.53
35.1834,1008.93
35.1978,1019.16
35.2122,1060.09
35.2266,1004.84
35.2411,946.51
35.2555,958.00
35.2699,1042.00
35.2843,1108.00
35.2987,1121.00
35.3131,1164.00
35.3275,1134.00
35.3419,1080.00
35.3563,1028.37
35.3707,972.09
35.3851,872.84
35.3995,846.23
35.4139,798.14
35.4283,778.70
35.4428,688.65
35.4572,642.00
35.4716,607.00
35.4860,531.00
35.5004,517.00
35.5148,450.50
35.5292,467.00
35.5436,452.00
35.5580,475.81
35.5724,476.84
35.5868,421.58
35.6012,475.81
35.6156,444.09
35.6301,458.42
35.6445,399.07
35.6589,454.50
35.6733,412.50
35.6877,411.00
35.7021,436.00
35.7165,416.00
35.7309,446.00
35.7453,404.00
35.7597,463.53
35.7741,443.07
35.7885,412.37
35.8029,434.88
35.8173,448.19
35.8318,430.79
35.8462,421.58
35.8606,436.00
35.8750,399.00
35.8894,462.00
35.9038,402.00
35.9182,409.00
35.9326,441.00
35.9470,428.00
35.9614,423.63
35.9758,446.14
35.9902,426.70
36.0046,409.30
36.0190,419.53
36.0335,399.07
36.0479,452.28
36.0623,397.00
36.0767,413.00
36.0911,415.00
36.1055,423.00
36.1199,419.00
36.1343,424.00
36.1487,420.00
36.1631,442.05
36.1775,424.65
36.1919,405.21
36.2063,414.42
36.2208,423.63
36.2352,421.58
36.2496,405.21
36.2640,422.00
36.2784,403.00
36.2928,450.00
36.3072,426.00
36.3216,474.00
36.3360,406.00
36.3504,447.16
36.3648,435.91
36.3792,433.35
36.3936,437.95
36.4080,462.51
36.4225,486.05
36.4369,457.40
36.4513,556.50
36.4657,548.00
36.4801,604.50
36.4945,590.00
36.5089,566.00
36.5233,598.50
36.5377,566.00
36.5521,559.72
36.5665,556.65
36.5809,568.93
36.5953,536.19
36.6098,546.93
36.6242,537.21
36.6386,494.23
36.6530,525.00
36.6674,505.00
36.6818,486.00
36.6962,486.00
36.7106,416.00
36.7250,460.00
36.7394,496.00
36.7538,491.16
36.7682,531.07
36.7826,567.91
36.7970,614.98
36.8115,673.30
36.8259,713.21
36.8403,725.49
36.8547,738.00
36.8691,804.00
36.8835,742.00
36.8979,763.00
36.9123,725.00
36.9267,667.00
36.9411,679.00
36.9555,620.09
36.9699,713.21
36.9843,652.84
36.9987,713.72
37.0132,630.33
37.0276,719.35
37.0420,737.77
37.0564,803.00
37.0708,848.00
37.0852,819.00
37.0996,865.00
37.1140,866.00
37.1284,836.00
37.1428,791.00
37.1572,708.09
37.1716,664.09
37.1860,676.37
37.2005,620.09
37.2149,545.40
37.2293,555.63
37.2437,521.86
37.2581,440.00
37.2725,504.00
37.2869,451.00
37.3013,431.00
37.3157,402.00
37.3301,401.00
37.3445,409.00
37.3589,394.98
37.3733,424.65
37.3877,430.79
37.4022,440.00
37.4166,396.00
37.4310,414.93
37.4454,405.21
37.4598,423.00
37.4742,411.00
37.4886,400.00
37.5030,409.00
37.5174,417.00
37.5318,413.00
37.5462,419.00
37.5606,449.21
37.5750,509.58
37.5895,466.60
37.6039,517.77
37.6183,486.05
37.6327,479.91
37.6471,486.05
37.6615,509.00
37.6759,505.00
37.6903,490.00
37.7047,508.00
37.7191,483.00
37.7335,500.00
37.7479,424.00
37.7623,500.88
37.7767,507.53
37.7912,440.00
37.8056,431.81
37.8200,459.44
37.8344,422.60
37.8488,416.47
37.8632,442.00
37.8776,413.00
37.8920,427.00
37.9064,391.00
37.9208,400.00
37.9352,456.00
37.9496,388.84
37.9640,427.72
37.9785,413.40
37.9929,414.42
38.0073,434.88
38.0217,449.21
38.0361,401.12
38.0505,455.35
38.0649,408.00
38.0793,465.00
38.0937,456.00
38.1081,399.00
38.1225,431.00
38.1369,424.00
38.1513,414.42
38.1657,432.84
38.1802,379.63
38.1946,425.67
38.2090,419.53
38.2234,407.26
38.2378,441.02
38.2522,480.00
38.2666,476.00
38.2810,473.00
38.2954,524.00
38.3098,570.00
38.3242,492.00
38.3386,557.00
38.3530,563.81
38.3674,545.40
38.3819,537.21
38.3963,552.56
38.4107,508.05
38.4251,493.21
38.4395,467.63
38.4539,486.00
38.4683,485.00
38.4827,451.00
38.4971,484.00
38.5115,474.00
38.5259,489.00
38.5403,506.00
38.5547,505.49
38.5692,550.51
38.5836,603.72
38.5980,576.09
38.6124,629.30
38.6268,677.40
38.6412,665.12
38.6556,648.00
38.6700,685.00
38.6844,631.00
38.6988,681.00
38.7132,724.00
38.7276,677.00
38.7420,711.00
38.7564,674.33
38.7709,629.30
38.7853,588.37
38.7997,524.93
38.8141,493.21
38.8285,496.28
38.8429,478.88
38.8573,456.00
38.8717,454.00
38.8861,398.00
38.9005,401.00
38.9149,339.00
38.9293,398.00
38.9437,375.00
38.9582,385.77
38.9726,384.74
38.9870,374.51
39.0014,383.21
39.0158,367.35
39.0302,375.02
39.0446,371.44
39.0590,366.00
39.0734,358.00
39.0878,364.50
39.1022,352.50
39.1166,371.00
39.1310,343.00
39.1454,373.00
39.1599,403.16
39.1743,386.79
39.1887,409.30
39.2031,394.98
39.2175,459.44
39.2319,436.93
39.2463,528.00
39.2607,494.00
39.2751,622.00
39.2895,639.00
39.3039,766.00
39.3183,771.00
39.3327,844.00
39.3471,945.00
39.3616,889.21
39.3760,934.23
39.3904,920.93
39.4048,883.58
39.4192,809.40
39.4336,760.28
39.4480,802.23
39.4624,668.00
39.4768,594.00
39.4912,567.50
39.5056,579.00
39.5200,481.00
39.5344,484.00
39.5489,422.00
39.5633,424.65
39.5777,412.37
39.5921,372.47
39.6065,373.49
39.6209,362.23
39.6353,333.58
39.6497,345.35
39.6641,360.00
39.6785,321.00
39.6929,324.00
39.7073,353.00
39.7217,332.00
39.7361,350.00
39.7506,368.37
39.7650,382.70
39.7794,366.33
39.7938,350.98
39.8082,379.63
39.8226,363.77
39.8370,319.26
39.8514,358.00
39.8658,375.00
39.8802,375.50
39.8946,421.00
39.9090,415.00
39.9234,410.00
39.9379,462.00
39.9523,485.02
39.9667,422.60
39.9811,458.42
39.9955,432.84
40.0099,410.33
40.0243,397.02
40.0387,448.70
40.0531,409.00
40.0675,403.00
40.0819,380.00
40.0963,390.00
40.1107,361.00
40.1251,393.00
40.1396,374.00
40.1540,398.05
40.1684,379.63
40.1828,389.86
40.1972,392.93
40.2116,451.26
40.2260,461.49
40.2404,429.77
40.2548,482.00
40.2692,470.00
40.2836,446.00
40.2980,439.00
40.3124,405.00
40.3269,391.00
40.3413,421.00
40.3557,433.86
40.3701,415.44
40.3845,392.93
40.3989,366.84
40.4133,372.47
40.4277,338.70
40.4421,340.74
40.4565,325.50
40.4709,338.00
40.4853,336.00
40.4997,347.00
40.5141,365.00
40.5286,326.00
40.5430,353.00
40.5574,388.84
40.5718,336.65
40.5862,329.49
40.6006,330.51
40.6150,317.21
40.6294,335.63
40.6438,338.70
40.6582,313.00
40.6726,326.00
40.6870,343.00
40.7014,337.00
40.7158,357.00
40.7303,340.00
40.7447,331.00
40.7591,317.21
40.7735,321.30
40.7879,306.98
40.8023,321.30
40.8167,373.49
40.8311,318.23
40.8455,339.72
40.8599,319.00
40.8743,359.50
40.8887,301.00
40.9031,297.00
40.9176,302.00
40.9320,322.00
40.9464,330.00
40.9608,347.91
40.9752,348.42
40.9896,375.53
41.0040,378.60
41.0184,349.95
41.0328,325.91
41.0472,364.28
41.0616,372.00
41.0760,437.00
41.0904,449.00
41.1048,555.00
41.1193,581.00
41.1337,734.00
41.1481,714.00
41.1625,893.30
41.1769,902.51
41.1913,1000.74
41.2057,1032.98
41.2201,1023.26
41.2345,1048.84
41.2489,1110.23
41.2633,1071.00
41.2777,994.00
41.2921,919.00
41.3066,854.00
41.3210,785.00
41.3354,686.00
41.3498,690.70
41.3642,610.88
41.3786,575.07
41.3930,509.58
41.4074,478.88
41.4218,437.95
41.4362,423.63
41.4506,408.28
41.4650,383.00
41.4794,407.00
41.4938,424.00
41.5083,367.00
41.5227,401.00
41.5371,382.00
41.5515,385.77
41.5659,405.21
41.5803,399.07
41.5947,405.21
41.6091,421.58
41.6235,409.30
41.6379,390.88
41.6523,401.00
41.6667,421.00
41.6811,409.00
41.6955,378.00
41.7100,395.00
41.7244,391.00
41.7388,359.00
41.7532,348.93
41.7676,362.23
41.7820,365.30
41.7964,368.37
41.8108,339.72
41.8252,328.47
41.8396,320.28
41.8540,350.00
41.8684,323.00
41.8828,289.00
41.8973,312.50
41.9117,335.00
41.9261,326.00
41.9405,340.00
41.9549,309.02
41.9693,313.12
41.9837,310.05
41.9981,321.30
42.0125,325.40
42.0269,301.86
42.0413,358.14
42.0557,311.00
42.0701,322.00
42.0845,368.00
42.0990,347.00
42.1134,336.00
42.1278,328.00
42.1422,347.00
42.1566,355.07
42.1710,349.95
42.1854,345.86
42.1998,348.93
42.2142,358.14
42.2286,367.35
42.2430,340.74
42.2574,367.00
42.2718,348.00
42.2863,346.00
42.3007,339.00
42.3151,334.50
42.3295,314.00
42.3439,320.00
42.3583,346.37
42.3727,300.84
42.3871,315.16
42.4015,331.53
42.4159,303.91
42.4303,317.72
42.4447,324.37
42.4591,332.00
42.4735,313.00
42.4880,340.00
42.5024,333.50
42.5168,322.00
42.5312,318.00
42.5456,315.50
42.5600,297.77
42.5744,304.93
42.5888,304.93
42.6032,313.12
42.6176,315.16
42.6320,357.63
42.6464,326.42
42.6608,333.00
42.6753,298.00
42.6897,330.00
42.7041,332.00
42.7185,347.00
42.7329,315.00
42.7473,308.00
42.7617,284.47
42.7761,276.28
42.7905,327.44
42.8049,308.00
42.8193,299.30
42.8337,303.91
42.8481,300.84
42.8625,326.00
42.8770,308.00
42.8914,324.00
42.9058,306.00
42.9202,330.00
42.9346,306.00
42.9490,263.00
42.9634,278.84
42.9778,286.51
42.9922,312.60
43.0066,306.98
43.0210,313.12
43.0354,277.30
43.0498,335.63
43.0642,298.00
43.0787,303.00
43.0931,323.50
43.1075,269.00
43.1219,315.00
43.1363,321.00
43.1507,297.77
43.1651,319.26
43.1795,303.91
43.1939,269.12
43.2083,317.21
43.2227,317.21
43.2371,316.19
43.2515,344.50
43.2660,345.00
43.2804,295.00
43.2948,337.50
43.3092,314.00
43.3236,325.00
43.3380,335.50
43.3524,366.33
43.3668,314.65
43.3812,346.88
43.3956,334.60
43.4100,361.21
43.4244,360.19
43.4388,355.07
43.4532,470.50
43.4677,444.00
43.4821,476.00
43.4965,464.00
43.5109,487.00
43.5253,462.00
43.5397,440.00
43.5541,460.47
43.5685,419.53
43.5829,413.40
43.5973,424.65
43.6117,410.33
43.6261,430.79
43.6405,404.19
43.6550,402.00
43.6694,368.00
43.6838,377.00
43.6982,430.00
43.7126,440.00
43.7270,442.00
43.7414,531.00
43.7558,629.30
43.7702,704.00
43.7846,731.12
43.7990,860.56
43.8134,829.86
43.8278,821.67
43.8422,808.37
43.8567,719.00
43.8711,627.00
43.8855,666.50
43.8999,691.00
43.9143,641.00
43.9287,588.00
43.9431,540.00
43.9575,522.88
43.9719,477.86
43.9863,420.56
44.0007,410.33
44.0151,371.44
44.0295,346.88
44.0439,332.56
44.0584,348.00
44.0728,326.00
44.0872,314.00
44.1016,341.00
44.1160,308.00
44.1304,307.00
44.1448,331.00
44.1592,299.81
44.1736,325.40
44.1880,309.02
44.2024,330.51
44.2168,329.49
44.2312,327.44
44.2457,358.14
44.2601,350.00
44.2745,367.50
44.2889,405.00
44.3033,412.50
44.3177,489.00
44.3321,501.00
44.3465,501.00
44.3609,573.02
44.3753,557.67
44.3897,602.70
44.4041,577.12
44.4185,619.58
44.4329,721.40
44.4474,632.37
44.4618,739.50
44.4762,751.50
44.4906,784.00
44.5050,784.00
44.5194,786.00
44.5338,896.00
44.5482,1080.00
44.5626,1118.42
44.5770,1181.86
44.5914,1222.79
44.6058,1147.07
44.6202,1145.02
44.6347,1105.63
44.6491,1043.72
44.6635,1003.00
44.6779,1010.00
44.6923,998.00
44.7067,979.00
44.7211,961.00
44.7355,911.00
44.7499,880.00
44.7643,818.60
44.7787,813.49
44.7931,805.30
44.8075,758.23
44.8219,804.28
44.8364,937.30
44.8508,1025.00
44.8652,1034.00
44.8796,1029.00
44.8940,892.00
44.9084,883.00
44.9228,848.00
44.9372,799.00
44.9516,698.88
44.9660,702.47
44.9804,690.70
44.9948,673.30
45.0092,634.42
45.0237,569.95
45.0381,491.16
45.0525,466.00
45.0669,435.00
45.0813,373.00
45.0957,323.00
45.1101,321.00
45.1245,314.00
45.1389,296.00
45.1533,298.79
45.1677,284.98
45.1821,281.40
45.1965,325.40
45.2109,285.49
45.2254,295.72
45.2398,288.56
45.2542,320.50
45.2686,284.00
45.2830,291.50
45.2974,303.00
45.3118,302.00
45.3262,275.50
45.3406,283.00
45.3550,261.95
45.3694,300.84
45.3838,332.56
45.3982,303.40
45.4126,286.51
45.4271,278.33
45.4415,300.84
45.4559,325.00
45.4703,315.00
45.4847,342.00
45.4991,310.00
45.5135,350.00
45.5279,348.00
45.5423,330.00
45.5567,355.07
45.5711,354.05
45.5855,344.84
45.5999,397.02
45.6144,350.98
45.6288,327.44
45.6432,335.63
45.6576,361.00
45.6720,386.00
45.6864,362.00
45.7008,353.00
45.7152,341.00
45.7296,349.00
45.7440,304.50
45.7584,338.70
45.7728,322.33
45.7872,309.02
45.8016,321.30
45.8161,309.02
45.8305,335.63
45.8449,319.26
45.8593,286.00
45.8737,275.50
45.8881,329.00
45.9025,347.00
45.9169,339.00
45.9313,323.00
45.9457,327.00
45.9601,367.35
45.9745,373.49
45.9889,366.33
46.0034,375.53
46.0178,447.16
46.0322,441.02
46.0466,521.86
46.0610,552.00
46.0754,611.00
46.0898,730.00
46.1042,879.00
46.1186,901.00
46.1330,1055.00
46.1474,1127.00
46.1618,1159.35
46.1762,1184.93
46.1906,1239.16
46.2051,1222.79
46.2195,1312.84
46.2339,1299.53
46.2483,1443.30
46.2627,1423.00
46.2771,1350.00
46.2915,1300.00
46.3059,1188.00
46.3203,1011.00
46.3347,943.50
46.3491,831.00
46.3635,729.58
46.3779,734.70
46.3923,705.02
46.4068,680.47
46.4212,620.09
46.4356,517.77
46.4500,501.40
46.4644,418.00
46.4788,357.00
46.4932,302.00
46.5076,278.00
46.5220,318.50
46.5364,271.00
46.5508,298.79
46.5652,319.26
46.5796,295.72
46.5941,305.95
46.6085,272.19
46.6229,303.91
46.6373,291.63
46.6517,280.00
46.6661,278.00
46.6805,269.00
46.6949,273.50
46.7093,297.00
46.7237,259.50
46.7381,287.00
46.7525,262.98
46.7669,283.44
46.7813,285.49
46.7958,270.14
46.8102,288.56
46.8246,283.44
46.8390,297.77
46.8534,293.00
46.8678,311.00
46.8822,301.00
46.8966,283.50
46.9110,261.00
46.9254,290.00
46.9398,318.00
46.9542,291.63
46.9686,255.81
46.9831,270.14
46.9975,250.70
47.0119,295.72
47.0263,275.26
47.0407,278.33
47.0551,290.00
47.0695,284.00
47.0839,237.00
47.0983,282.00
47.1127,284.00
47.1271,269.00
47.1415,323.00
47.1559,262.98
47.1703,251.72
47.1848,303.91
47.1992,273.21
47.2136,280.37
47.2280,284.47
47.2424,262.98
47.2568,280.00
47.2712,324.00
47.2856,281.50
47.3000,292.00
47.3144,289.00
47.3288,290.00
47.3432,287.00
47.3576,304.93
47.3721,259.91
47.3865,278.33
47.4009,266.56
47.4153,271.16
47.4297,338.70
47.4441,350.98
47.4585,345.00
47.4729,376.00
47.4873,435.00
47.5017,497.00
47.5161,533.00
47.5305,562.00
47.5449,746.00
47.5593,813.49
47.5738,925.02
47.5882,976.19
47.6026,1084.65
47.6170,1042.70
47.6314,1078.51
47.6458,1058.05
47.6602,1088.00
47.6746,1153.00
47.6890,1265.00
47.7034,1250.00
47.7178,1329.00
47.7322,1356.00
47.7466,1395.00
47.7610,1229.95
47.7755,1094.88
47.7899,1001.77
47.8043,915.81
47.8187,832.93
47.8331,800.19
47.8475,740.84
47.8619,760.00
47.8763,727.50
47.8907,680.00
47.9051,646.00
47.9195,609.50
47.9339,506.00
47.9483,475.00
47.9628,437.95
47.9772,444.09
47.9916,423.63
48.0060,476.84
48.0204,534.14
48.0348,583.26
48.0492,707.07
48.0636,761.00
48.0780,925.00
48.0924,1147.00
48.1068,1263.00
48.1212,1528.00
48.1356,1619.00
48.1500,1764.09
48.1645,1741.58
48.1789,1711.91
48.1933,1665.35
48.2077,1581.95
48.2221,1667.91
48.2365,1723.16
48.2509,1925.00
48.2653,2102.00
48.2797,2272.50
48.2941,2217.00
48.3085,2235.00
48.3229,2036.00
48.3373,1804.00
48.3518,1530.79
48.3662,1324.09
48.3806,1162.42
48.3950,1149.12
48.4094,1098.98
48.4238,1108.19
48.4382,1029.40
48.4526,955.00
48.4670,860.00
48.4814,724.50
